minimum_nights,number_of_reviews,reviews_per_month,Price
1.0,5.0,0.33,45
3.0,2.0,0.07,150
2.0,12.0,0.24,80
2.0,9.0,1.44,69
4.0,8.0,0.24,88
5.0,48.0,0.93,150
7.0,39.0,0.48,55
30.0,0.0,0.0,303
1.0,14.0,0.7,35
1.0,7.0,0.43,125
2.0,9.0,1.37,170
1.0,0.0,0.0,133
1.0,134.0,2.88,250
5.0,2.0,0.1,99
30.0,0.0,0.0,47
6.0,8.0,0.47,225
14.0,66.0,1.12,55
1.0,0.0,0.0,150
2.0,13.0,0.37,88
1.0,0.0,0.0,97
1.0,1.0,0.03,85
30.0,67.0,1.31,65
2.0,2.0,0.26,115
3.0,16.0,0.33,150
2.0,1.0,0.11,175
5.0,2.0,0.16,65
1.0,14.0,1.24,200
3.0,1.0,0.63,65
2.0,0.0,0.0,250
1.0,2.0,0.05,185
3.0,5.0,5.0,425
29.0,0.0,0.0,187
3.0,3.0,1.8,285
3.0,0.0,0.0,100
2.0,3.0,3.0,158
30.0,0.0,0.0,248
3.0,92.0,2.28,199
13.0,0.0,0.0,60
30.0,1.0,0.41,47
28.0,14.0,0.69,130
7.0,1.0,0.03,63
3.0,2.0,0.15,50
1.0,194.0,7.66,51
2.0,13.0,1.71,99
1.0,34.0,0.68,235
1.0,1.0,0.25,51
1.0,13.0,3.28,57
2.0,1.0,0.11,90
1.0,5.0,0.13,65
2.0,10.0,0.2,185
30.0,1.0,0.05,440
2.0,6.0,0.13,200
2.0,13.0,1.01,200
3.0,0.0,0.0,125
7.0,0.0,0.0,115
2.0,4.0,1.09,220
1.0,2.0,0.06,50
3.0,93.0,1.24,140
29.0,0.0,0.0,139
100.0,0.0,0.0,29
1.0,1.0,0.17,53
1.0,40.0,0.87,108
31.0,48.0,3.44,160
1.0,0.0,0.0,97
3.0,173.0,3.52,60
1.0,0.0,0.0,75
1.0,0.0,0.0,145
2.0,11.0,6.11,290
4.0,0.0,0.0,180
2.0,6.0,4.74,72
1.0,0.0,0.0,150
1.0,7.0,1.0,65
3.0,24.0,0.3,199
1.0,40.0,5.0,149
1.0,4.0,0.09,70
2.0,36.0,2.65,85
1.0,0.0,0.0,75
2.0,4.0,1.3,205
5.0,0.0,0.0,395
2.0,185.0,3.72,80
14.0,1.0,0.13,66
4.0,22.0,0.38,69
4.0,12.0,0.47,175
1.0,0.0,0.0,55
2.0,34.0,1.31,179
3.0,1.0,0.03,195
3.0,12.0,0.32,250
4.0,1.0,1.0,87
1.0,60.0,2.21,125
4.0,0.0,0.0,70
2.0,9.0,0.21,325
7.0,0.0,0.0,100
30.0,3.0,0.22,75
3.0,26.0,0.51,130
1.0,20.0,1.55,75
5.0,2.0,0.06,100
3.0,67.0,2.26,117
7.0,41.0,0.8,200
3.0,21.0,1.59,325
4.0,11.0,0.18,160
3.0,102.0,3.36,205
4.0,19.0,0.22,300
1.0,0.0,0.0,140
1.0,57.0,5.06,110
1.0,9.0,4.66,304
3.0,37.0,0.61,62
2.0,1.0,0.03,210
30.0,1.0,1.0,176
2.0,1.0,0.02,975
2.0,10.0,1.14,49
1.0,11.0,3.47,88
31.0,0.0,0.0,64
1.0,0.0,0.0,75
1.0,1.0,0.02,275
1.0,0.0,0.0,80
7.0,1.0,0.06,110
2.0,11.0,0.51,164
30.0,1.0,0.05,30
2.0,7.0,0.15,70
5.0,1.0,0.28,90
3.0,14.0,0.65,700
3.0,8.0,1.11,225
3.0,0.0,0.0,160
30.0,0.0,0.0,170
2.0,17.0,1.23,92
300.0,0.0,0.0,140
2.0,1.0,1.0,295
2.0,2.0,0.21,150
2.0,6.0,0.36,200
1.0,67.0,3.81,169
2.0,1.0,0.14,50
3.0,20.0,1.18,80
6.0,44.0,1.12,148
7.0,1.0,0.05,45
30.0,4.0,0.14,50
10.0,59.0,0.87,480
31.0,0.0,0.0,100
13.0,1.0,0.67,65
30.0,3.0,0.14,125
1.0,73.0,7.55,150
2.0,8.0,0.62,49
2.0,100.0,2.28,36
1.0,15.0,0.68,190
1.0,0.0,0.0,75
2.0,1.0,0.05,150
2.0,32.0,2.86,40
30.0,9.0,0.29,97
1.0,1.0,0.05,210
1.0,0.0,0.0,70
28.0,2.0,0.07,99
3.0,1.0,0.05,199
30.0,4.0,0.07,47
3.0,1.0,1.0,300
5.0,2.0,0.1,275
2.0,35.0,3.79,135
1.0,14.0,0.72,69
3.0,1.0,0.16,150
5.0,0.0,0.0,250
2.0,2.0,2.0,150
1.0,39.0,2.03,70
25.0,11.0,0.15,95
1.0,99.0,5.22,69
30.0,3.0,0.33,120
1.0,0.0,0.0,135
2.0,0.0,0.0,69
1.0,6.0,0.1,75
1.0,0.0,0.0,35
2.0,9.0,0.16,115
30.0,0.0,0.0,215
5.0,37.0,1.71,120
1.0,36.0,2.0,38
2.0,73.0,3.72,100
1.0,0.0,0.0,100
30.0,1.0,0.64,200
2.0,30.0,4.81,50
2.0,1.0,1.0,67
1.0,4.0,0.28,90
5.0,3.0,0.04,120
14.0,0.0,0.0,100
4.0,2.0,2.0,159
1.0,0.0,0.0,195
6.0,1.0,0.15,50
2.0,1.0,1.0,340
80.0,3.0,0.04,55
2.0,11.0,1.24,75
2.0,0.0,0.0,260
2.0,138.0,2.06,85
1.0,0.0,0.0,100
7.0,22.0,0.46,105
1.0,18.0,1.34,81
60.0,13.0,0.42,29
3.0,19.0,2.27,125
7.0,0.0,0.0,65
3.0,0.0,0.0,50
2.0,54.0,2.36,140
3.0,10.0,3.45,249
2.0,0.0,0.0,135
1.0,5.0,1.2,95
3.0,0.0,0.0,60
30.0,11.0,0.32,125
3.0,15.0,0.8,50
1.0,0.0,0.0,100
2.0,7.0,2.44,300
1.0,81.0,8.02,50
2.0,1.0,0.03,100
1.0,50.0,4.21,75
2.0,6.0,1.18,65
1.0,13.0,2.22,57
1.0,2.0,0.04,95
3.0,8.0,0.17,172
1.0,186.0,5.65,50
1.0,1.0,0.03,40
2.0,55.0,4.61,90
4.0,31.0,0.46,195
5.0,14.0,0.2,123
2.0,13.0,0.4,50
1.0,11.0,0.45,70
3.0,232.0,3.22,125
5.0,6.0,3.1,438
2.0,14.0,1.24,120
5.0,0.0,0.0,100
1.0,37.0,1.0,110
1.0,10.0,0.92,60
2.0,7.0,0.06,350
1.0,12.0,3.64,60
31.0,96.0,3.93,125
5.0,5.0,0.13,160
2.0,81.0,2.07,450
2.0,114.0,3.34,55
2.0,0.0,0.0,89
1.0,0.0,0.0,70
1.0,14.0,0.52,75
1.0,13.0,1.13,46
3.0,1.0,0.02,500
1.0,0.0,0.0,87
2.0,103.0,5.89,65
3.0,62.0,2.27,225
3.0,175.0,3.89,305
2.0,11.0,1.76,85
3.0,111.0,1.63,555
3.0,18.0,2.19,135
5.0,9.0,0.26,190
1.0,2.0,0.22,40
1.0,80.0,3.57,110
2.0,1.0,1.0,170
1.0,3.0,0.08,72
1.0,222.0,4.56,99
29.0,2.0,0.17,32
3.0,7.0,0.28,88
3.0,64.0,1.6,79
3.0,116.0,1.23,220
3.0,2.0,0.09,100
2.0,1.0,1.0,200
1.0,3.0,0.32,75
15.0,5.0,0.94,59
3.0,172.0,1.84,95
1.0,2.0,0.31,49
2.0,1.0,0.28,69
30.0,16.0,0.28,104
2.0,2.0,0.17,34
2.0,38.0,2.38,105
1.0,14.0,0.33,199
2.0,25.0,2.29,60
500.0,10.0,0.22,50
2.0,16.0,0.42,150
1.0,2.0,1.18,60
5.0,1.0,1.0,44
1.0,22.0,4.49,160
2.0,45.0,3.98,105
30.0,0.0,0.0,175
2.0,64.0,3.11,139
30.0,0.0,0.0,288
2.0,2.0,0.04,70
2.0,11.0,0.19,80
7.0,1.0,0.02,60
2.0,12.0,2.98,100
30.0,0.0,0.0,190
1.0,49.0,2.4,48
1.0,132.0,3.59,52
30.0,12.0,0.22,170
2.0,89.0,2.11,140
5.0,7.0,0.65,180
2.0,115.0,1.18,79
3.0,9.0,2.23,80
5.0,95.0,2.09,180
7.0,4.0,0.11,150
2.0,51.0,2.01,119
30.0,0.0,0.0,150
2.0,1.0,0.28,100
2.0,11.0,0.9,182
4.0,8.0,0.33,70
20.0,33.0,0.43,130
3.0,3.0,0.08,150
3.0,0.0,0.0,65
1.0,0.0,0.0,200
2.0,32.0,0.72,95
1.0,3.0,0.08,120
2.0,5.0,0.1,105
7.0,0.0,0.0,120
1.0,0.0,0.0,120
2.0,261.0,3.16,60
3.0,4.0,0.19,126
1.0,126.0,2.7,159
2.0,29.0,2.03,125
4.0,17.0,1.2,33
2.0,36.0,2.46,69
2.0,2.0,0.16,200
3.0,17.0,1.64,100
3.0,0.0,0.0,60
2.0,14.0,0.79,150
1.0,0.0,0.0,75
1.0,1.0,1.0,150
3.0,144.0,3.02,177
2.0,4.0,0.48,310
5.0,35.0,0.67,75
1.0,87.0,1.9,45
30.0,9.0,0.17,136
3.0,2.0,0.11,80
14.0,0.0,0.0,90
1.0,6.0,0.13,50
3.0,31.0,0.4,249
5.0,9.0,1.86,285
3.0,2.0,0.41,96
2.0,76.0,1.29,175
1.0,174.0,4.84,150
2.0,11.0,0.21,165
29.0,0.0,0.0,179
1.0,2.0,0.05,125
2.0,6.0,0.38,300
1.0,0.0,0.0,80
4.0,5.0,0.31,90
1.0,17.0,0.6,150
2.0,27.0,0.55,40
1.0,134.0,6.64,40
5.0,6.0,0.12,67
21.0,2.0,0.43,60
2.0,132.0,3.55,105
1.0,32.0,1.87,75
10.0,0.0,0.0,200
3.0,13.0,0.16,155
21.0,1.0,0.11,41
3.0,16.0,0.48,200
3.0,0.0,0.0,100
3.0,4.0,0.64,68
1.0,0.0,0.0,250
1.0,13.0,0.26,130
2.0,6.0,0.27,115
18.0,0.0,0.0,80
2.0,8.0,0.86,50
5.0,12.0,0.25,600
2.0,11.0,3.93,150
5.0,8.0,0.11,90
2.0,5.0,0.21,85
14.0,3.0,0.08,300
5.0,4.0,0.08,90
1.0,135.0,1.93,85
2.0,2.0,0.2,325
1.0,133.0,7.19,150
1.0,11.0,0.24,65
7.0,3.0,0.16,108
2.0,1.0,1.0,250
3.0,3.0,0.08,175
5.0,5.0,0.12,50
1.0,4.0,0.59,160
1.0,1.0,0.02,175
2.0,34.0,2.34,86
1.0,90.0,3.72,54
2.0,1.0,1.0,367
1.0,0.0,0.0,60
1.0,51.0,5.71,80
2.0,0.0,0.0,80
2.0,6.0,2.28,200
1.0,87.0,2.35,47
3.0,2.0,0.04,150
16.0,1.0,0.03,165
4.0,0.0,0.0,63
3.0,2.0,0.09,215
2.0,83.0,1.48,220
2.0,88.0,0.73,120
5.0,0.0,0.0,220
90.0,2.0,0.18,99
1.0,0.0,0.0,47
2.0,0.0,0.0,275
5.0,2.0,0.67,150
5.0,52.0,1.94,49
3.0,0.0,0.0,245
1.0,0.0,0.0,794
1.0,0.0,0.0,300
3.0,104.0,3.31,146
30.0,5.0,0.12,249
6.0,5.0,0.53,72
21.0,0.0,0.0,55
30.0,1.0,0.15,130
1.0,14.0,0.3,42
1.0,19.0,1.5,70
3.0,0.0,0.0,35
5.0,3.0,0.06,250
3.0,25.0,0.3,250
5.0,16.0,0.46,175
1.0,58.0,3.64,80
1.0,14.0,0.41,99
1.0,0.0,0.0,42
3.0,0.0,0.0,119
2.0,50.0,3.86,60
1.0,61.0,6.31,300
1.0,7.0,7.0,150
2.0,4.0,0.55,43
3.0,0.0,0.0,32
2.0,0.0,0.0,400
1.0,0.0,0.0,55
1.0,0.0,0.0,450
1.0,11.0,1.55,100
30.0,48.0,0.55,150
28.0,0.0,0.0,675
1.0,0.0,0.0,100
30.0,0.0,0.0,100
2.0,7.0,3.5,27
30.0,3.0,0.16,104
1.0,1.0,0.33,75
1.0,0.0,0.0,75
2.0,35.0,1.17,175
1.0,15.0,0.69,200
3.0,1.0,0.1,75
4.0,2.0,0.05,39
1.0,9.0,0.42,50
2.0,2.0,1.22,60
3.0,0.0,0.0,100
7.0,1.0,0.03,65
2.0,6.0,0.22,50
2.0,136.0,3.4,275
1.0,1.0,0.02,200
30.0,0.0,0.0,158
1.0,0.0,0.0,4160
5.0,0.0,0.0,150
2.0,2.0,0.13,130
1.0,8.0,4.53,79
1.0,1.0,0.17,80
30.0,17.0,0.25,100
1.0,8.0,0.76,45
30.0,93.0,1.36,455
3.0,10.0,5.26,99
2.0,62.0,6.08,39
2.0,0.0,0.0,225
2.0,23.0,1.18,150
2.0,3.0,0.08,165
1.0,11.0,0.56,800
2.0,15.0,0.29,149
6.0,2.0,0.06,90
1.0,50.0,3.71,140
3.0,0.0,0.0,299
1.0,4.0,0.11,119
3.0,2.0,0.8,150
3.0,119.0,1.22,55
10.0,14.0,0.52,225
2.0,0.0,0.0,150
1.0,11.0,2.89,100
1.0,2.0,0.04,80
1.0,35.0,2.15,43
3.0,76.0,2.8,210
1.0,91.0,1.78,68
2.0,23.0,1.25,65
1.0,0.0,0.0,1145
1.0,95.0,2.22,60
3.0,40.0,1.45,120
2.0,0.0,0.0,50
30.0,0.0,0.0,34
1.0,148.0,1.4,275
2.0,119.0,2.78,330
30.0,30.0,0.8,89
3.0,55.0,2.48,99
1.0,9.0,1.7,140
30.0,0.0,0.0,200
1.0,2.0,0.05,99
1.0,3.0,0.94,35
3.0,2.0,0.14,150
1.0,14.0,0.4,180
3.0,81.0,5.09,60
6.0,2.0,0.04,42
1.0,434.0,12.84,49
2.0,32.0,0.92,185
3.0,25.0,1.36,130
3.0,33.0,0.52,150
100.0,0.0,0.0,80
3.0,1.0,0.03,150
5.0,11.0,0.82,150
1.0,87.0,2.28,339
2.0,28.0,0.64,120
1.0,0.0,0.0,39
30.0,3.0,0.54,51
30.0,0.0,0.0,225
2.0,3.0,0.3,75
1.0,11.0,0.42,70
5.0,4.0,0.06,89
4.0,8.0,0.22,185
2.0,112.0,2.74,87
2.0,0.0,0.0,85
1.0,72.0,1.14,199
1.0,1.0,1.0,389
2.0,54.0,3.17,249
7.0,4.0,0.45,39
7.0,1.0,0.13,35
2.0,15.0,4.84,62
5.0,0.0,0.0,50
3.0,21.0,0.47,61
7.0,44.0,0.99,175
30.0,2.0,0.26,45
3.0,0.0,0.0,107
2.0,23.0,3.47,188
3.0,1.0,0.07,50
5.0,1.0,0.06,90
3.0,0.0,0.0,75
1.0,13.0,5.27,75
2.0,0.0,0.0,90
5.0,22.0,1.27,110
2.0,31.0,0.69,145
15.0,0.0,0.0,30
2.0,69.0,3.68,280
2.0,38.0,2.0,225
3.0,3.0,0.46,103
1.0,19.0,1.02,119
2.0,16.0,0.44,90
3.0,225.0,3.7,55
10.0,0.0,0.0,60
7.0,4.0,0.92,40
1.0,1.0,0.1,100
2.0,3.0,1.32,119
1.0,1.0,1.0,210
2.0,24.0,2.11,197
31.0,70.0,2.79,90
4.0,115.0,1.9,145
2.0,7.0,3.13,203
30.0,4.0,0.15,48
1.0,22.0,0.95,55
2.0,20.0,1.56,275
30.0,0.0,0.0,32
2.0,2.0,2.0,120
15.0,0.0,0.0,95
4.0,5.0,0.25,100
1.0,3.0,0.07,60
3.0,67.0,1.95,48
3.0,17.0,1.75,60
1.0,31.0,2.53,70
1.0,0.0,0.0,107
30.0,35.0,3.04,65
90.0,6.0,0.25,129
31.0,0.0,0.0,189
4.0,99.0,2.12,175
10.0,0.0,0.0,139
7.0,12.0,0.24,151
1.0,0.0,0.0,110
1.0,227.0,3.5,110
3.0,19.0,2.68,90
60.0,0.0,0.0,150
1.0,44.0,3.73,65
1.0,3.0,0.21,175
4.0,8.0,0.15,299
1.0,8.0,0.66,85
3.0,0.0,0.0,150
1.0,5.0,0.67,150
1.0,2.0,1.58,79
2.0,7.0,2.66,150
3.0,1.0,0.04,100
1.0,0.0,0.0,115
7.0,22.0,0.61,41
7.0,3.0,0.52,62
3.0,3.0,1.13,200
6.0,1.0,0.03,135
2.0,6.0,0.69,50
1.0,18.0,1.93,28
2.0,16.0,0.44,119
2.0,126.0,3.51,46
5.0,3.0,0.13,60
1.0,0.0,0.0,215
7.0,0.0,0.0,38
30.0,6.0,0.11,37
4.0,32.0,1.02,130
2.0,139.0,3.6,186
30.0,0.0,0.0,250
5.0,2.0,0.32,65
14.0,6.0,0.12,45
1.0,1.0,0.47,700
2.0,7.0,0.24,150
1.0,0.0,0.0,1000
7.0,0.0,0.0,86
5.0,0.0,0.0,90
5.0,0.0,0.0,200
1.0,3.0,0.12,70
14.0,0.0,0.0,75
2.0,8.0,1.78,75
1.0,10.0,4.48,50
1.0,1.0,0.02,80
1.0,3.0,1.41,30
30.0,0.0,0.0,85
29.0,0.0,0.0,137
2.0,29.0,1.47,110
2.0,6.0,6.0,129
4.0,4.0,2.45,160
30.0,1.0,1.0,200
1.0,5.0,0.14,60
1.0,138.0,5.45,158
4.0,1.0,1.0,75
4.0,25.0,0.44,259
30.0,1.0,0.02,200
3.0,0.0,0.0,165
1.0,1.0,0.04,50
1.0,0.0,0.0,100
30.0,0.0,0.0,50
1.0,2.0,0.04,45
2.0,14.0,3.59,50
4.0,0.0,0.0,149
14.0,3.0,3.0,85
4.0,15.0,0.81,50
14.0,9.0,0.48,20
1.0,3.0,0.16,220
5.0,69.0,0.89,45
30.0,0.0,0.0,278
4.0,9.0,0.89,150
7.0,1.0,0.07,40
1.0,2.0,0.04,100
3.0,37.0,1.95,160
3.0,0.0,0.0,399
2.0,1.0,1.0,90
30.0,1.0,0.09,120
2.0,53.0,2.48,48
30.0,1.0,0.58,35
3.0,5.0,1.97,165
1.0,0.0,0.0,300
4.0,26.0,0.44,150
2.0,0.0,0.0,120
3.0,1.0,0.02,300
2.0,177.0,4.74,59
2.0,27.0,1.46,95
1.0,0.0,0.0,65
4.0,1.0,0.03,75
30.0,0.0,0.0,185
2.0,3.0,0.27,175
1.0,136.0,3.1,110
30.0,2.0,0.21,350
5.0,0.0,0.0,80
1.0,6.0,6.0,79
1.0,23.0,7.04,49
3.0,1.0,0.16,90
2.0,1.0,0.16,200
3.0,74.0,2.27,138
1.0,3.0,0.06,90
2.0,34.0,0.43,140
1.0,75.0,5.77,109
5.0,0.0,0.0,275
30.0,0.0,0.0,287
1.0,37.0,3.34,75
2.0,48.0,0.64,225
1.0,116.0,2.63,209
2.0,48.0,0.61,60
7.0,17.0,0.54,100
1.0,27.0,0.74,161
1.0,3.0,3.0,45
6.0,5.0,0.23,43
6.0,0.0,0.0,2000
3.0,0.0,0.0,160
5.0,24.0,1.84,55
30.0,3.0,0.27,200
2.0,6.0,0.93,175
90.0,0.0,0.0,42
3.0,44.0,4.14,150
3.0,2.0,0.32,80
5.0,0.0,0.0,240
30.0,0.0,0.0,60
3.0,146.0,2.08,179
1.0,35.0,2.91,83
5.0,0.0,0.0,275
4.0,29.0,2.2,225
1.0,130.0,2.32,39
30.0,37.0,0.41,139
3.0,1.0,0.03,108
30.0,0.0,0.0,643
1.0,18.0,0.72,254
20.0,0.0,0.0,126
1.0,5.0,0.24,50
3.0,1.0,0.07,125
2.0,43.0,0.59,117
3.0,28.0,1.87,225
2.0,1.0,1.0,87
2.0,2.0,0.06,150
3.0,37.0,0.94,79
1.0,13.0,0.21,70
30.0,0.0,0.0,169
1.0,8.0,3.24,480
4.0,197.0,1.65,55
5.0,92.0,1.58,70
3.0,0.0,0.0,90
3.0,4.0,0.08,55
2.0,162.0,2.45,65
4.0,32.0,2.63,350
2.0,44.0,5.92,88
2.0,100.0,3.09,69
210.0,0.0,0.0,108
2.0,0.0,0.0,650
2.0,10.0,3.75,195
1.0,1.0,0.02,90
3.0,20.0,0.61,175
2.0,75.0,2.56,75
1.0,8.0,0.17,55
28.0,0.0,0.0,120
3.0,8.0,0.62,90
7.0,23.0,0.43,51
5.0,2.0,0.05,35
2.0,83.0,1.01,160
30.0,0.0,0.0,365
1.0,3.0,0.89,199
2.0,170.0,5.16,100
3.0,5.0,0.59,90
20.0,0.0,0.0,80
2.0,226.0,4.78,75
2.0,152.0,5.01,80
7.0,2.0,0.04,1150
30.0,63.0,0.75,155
3.0,35.0,2.82,109
5.0,0.0,0.0,34
1.0,22.0,4.93,65
30.0,8.0,0.24,3000
30.0,6.0,0.11,100
2.0,64.0,5.65,98
7.0,30.0,1.34,110
2.0,4.0,4.0,200
1.0,21.0,1.46,60
28.0,1.0,0.19,714
5.0,0.0,0.0,200
2.0,1.0,0.02,69
1.0,77.0,1.08,240
1.0,0.0,0.0,85
3.0,66.0,1.05,99
2.0,3.0,0.15,200
3.0,29.0,3.57,200
1.0,6.0,0.97,45
1.0,4.0,0.28,80
2.0,6.0,3.91,50
7.0,1.0,0.16,80
3.0,46.0,1.05,70
14.0,10.0,0.3,125
2.0,15.0,1.53,350
14.0,0.0,0.0,294
2.0,3.0,0.05,90
5.0,7.0,0.38,200
2.0,30.0,4.46,98
1.0,3.0,0.45,60
1.0,21.0,0.5,99
3.0,3.0,0.82,60
2.0,45.0,1.9,250
1.0,0.0,0.0,45
14.0,0.0,0.0,105
5.0,23.0,0.38,199
30.0,36.0,1.21,160
1.0,8.0,0.81,70
1.0,99.0,3.47,75
1.0,0.0,0.0,120
2.0,129.0,4.63,51
2.0,9.0,5.0,390
1.0,0.0,0.0,215
2.0,49.0,2.3,130
4.0,6.0,0.1,150
1.0,74.0,2.42,49
1.0,38.0,1.12,85
1.0,0.0,0.0,150
2.0,0.0,0.0,215
5.0,15.0,0.64,60
1.0,0.0,0.0,100
1.0,57.0,3.78,85
3.0,13.0,2.23,114
3.0,1.0,0.05,108
2.0,0.0,0.0,65
1.0,25.0,2.12,49
2.0,35.0,0.78,120
3.0,3.0,0.05,200
4.0,61.0,2.26,208
1.0,58.0,2.74,100
122.0,20.0,0.41,56
3.0,4.0,0.08,95
1.0,1.0,0.03,110
30.0,0.0,0.0,1500
2.0,15.0,0.32,111
1.0,43.0,1.19,41
2.0,74.0,1.64,80
7.0,24.0,0.71,76
7.0,1.0,1.0,115
1.0,1.0,0.02,500
1.0,0.0,0.0,650
4.0,9.0,0.19,155
3.0,4.0,1.56,89
4.0,17.0,0.37,70
3.0,21.0,4.47,211
3.0,8.0,0.17,85
1.0,12.0,0.97,49
2.0,137.0,5.78,125
3.0,2.0,0.11,150
2.0,5.0,1.9,215
14.0,0.0,0.0,26
2.0,0.0,0.0,175
7.0,1.0,0.05,50
3.0,0.0,0.0,200
3.0,1.0,0.04,110
1.0,3.0,0.49,60
4.0,0.0,0.0,50
1.0,11.0,1.51,35
30.0,0.0,0.0,200
5.0,1.0,0.16,175
2.0,72.0,5.82,250
2.0,3.0,0.07,80
7.0,2.0,0.04,135
1.0,21.0,1.53,59
2.0,48.0,2.36,125
1.0,52.0,1.29,75
6.0,1.0,0.02,85
12.0,0.0,0.0,51
1.0,21.0,1.94,65
4.0,105.0,2.45,153
1.0,209.0,7.18,85
6.0,2.0,0.11,112
1.0,99.0,6.96,290
5.0,1.0,0.07,103
6.0,0.0,0.0,133
7.0,8.0,0.12,375
4.0,2.0,0.65,55
1.0,0.0,0.0,300
30.0,43.0,3.72,109
3.0,0.0,0.0,400
1.0,84.0,1.06,70
1.0,0.0,0.0,100
10.0,1.0,0.02,200
5.0,0.0,0.0,99
1.0,1.0,0.03,43
31.0,0.0,0.0,65
1.0,87.0,2.97,96
30.0,1.0,0.02,37
4.0,3.0,1.11,355
2.0,77.0,0.88,75
10.0,1.0,1.0,180
1.0,135.0,2.14,60
2.0,1.0,0.08,100
1.0,57.0,0.97,80
3.0,0.0,0.0,350
1.0,63.0,1.27,225
1.0,4.0,1.52,179
1.0,15.0,1.33,49
2.0,8.0,1.27,150
29.0,1.0,0.14,120
1.0,14.0,0.15,199
6.0,0.0,0.0,400
3.0,0.0,0.0,60
2.0,59.0,3.68,140
2.0,7.0,0.99,85
1.0,1.0,0.05,300
1.0,0.0,0.0,150
5.0,20.0,0.5,120
15.0,0.0,0.0,70
30.0,0.0,0.0,381
1.0,4.0,0.14,90
1.0,2.0,0.05,80
2.0,5.0,1.72,180
7.0,23.0,0.95,130
4.0,7.0,0.31,48
2.0,11.0,0.85,80
1.0,0.0,0.0,62
1.0,20.0,1.88,40
1.0,21.0,0.38,155
5.0,2.0,0.09,75
7.0,8.0,0.26,225
1.0,0.0,0.0,50
3.0,3.0,0.05,135
3.0,7.0,0.29,75
1.0,43.0,0.46,438
7.0,11.0,0.26,50
1.0,52.0,2.88,70
3.0,15.0,0.56,240
3.0,9.0,0.54,44
2.0,3.0,0.06,160
4.0,8.0,0.23,139
5.0,0.0,0.0,250
3.0,1.0,0.16,89
2.0,5.0,2.5,50
1.0,47.0,0.58,170
1.0,5.0,0.13,90
2.0,10.0,0.38,99
1.0,2.0,0.06,92
3.0,1.0,1.0,75
3.0,117.0,1.96,150
2.0,1.0,0.06,120
7.0,3.0,0.15,55
3.0,0.0,0.0,600
10.0,22.0,0.47,40
1.0,33.0,5.35,45
1.0,4.0,2.03,28
2.0,194.0,3.37,199
2.0,53.0,1.24,165
3.0,11.0,0.21,80
4.0,8.0,1.26,70
2.0,13.0,0.61,83
3.0,3.0,0.45,142
30.0,0.0,0.0,300
3.0,0.0,0.0,67
2.0,12.0,3.05,234
3.0,26.0,0.34,890
2.0,76.0,3.64,235
3.0,35.0,0.55,200
5.0,6.0,0.82,180
30.0,4.0,0.37,120
3.0,5.0,1.21,200
1.0,78.0,5.92,69
1.0,6.0,1.06,249
1.0,0.0,0.0,199
2.0,14.0,0.6,66
2.0,15.0,1.7,49
3.0,15.0,0.7,126
2.0,0.0,0.0,198
30.0,0.0,0.0,53
30.0,13.0,0.26,39
30.0,2.0,0.92,68
1.0,6.0,0.95,70
1.0,1.0,0.02,160
3.0,5.0,0.19,45
1.0,1.0,0.02,75
6.0,33.0,4.16,265
3.0,49.0,4.06,65
1.0,30.0,0.5,200
3.0,10.0,0.14,99
7.0,12.0,0.55,50
1.0,0.0,0.0,50
7.0,1.0,0.41,39
14.0,0.0,0.0,90
3.0,1.0,1.0,63
30.0,0.0,0.0,60
2.0,91.0,3.1,34
2.0,18.0,2.57,261
2.0,154.0,5.2,170
5.0,11.0,0.69,69
1.0,41.0,0.52,165
1.0,52.0,1.7,65
1.0,2.0,2.0,120
1.0,65.0,3.2,35
3.0,0.0,0.0,150
3.0,2.0,0.09,154
4.0,17.0,0.31,154
30.0,1.0,0.11,75
14.0,22.0,0.35,145
2.0,0.0,0.0,120
1.0,0.0,0.0,280
2.0,5.0,0.07,29
25.0,1.0,0.1,40
2.0,2.0,0.05,90
3.0,6.0,0.17,150
30.0,0.0,0.0,314
2.0,248.0,4.82,110
30.0,4.0,0.21,175
1.0,27.0,2.21,55
3.0,2.0,0.36,56
30.0,0.0,0.0,232
2.0,24.0,0.91,200
4.0,4.0,0.29,60
4.0,0.0,0.0,130
30.0,11.0,0.23,70
4.0,65.0,1.34,63
3.0,49.0,0.96,399
3.0,137.0,3.51,110
3.0,131.0,2.27,115
2.0,6.0,0.66,98
2.0,1.0,1.0,375
2.0,0.0,0.0,200
2.0,1.0,0.05,55
2.0,29.0,7.7,110
3.0,3.0,0.08,180
2.0,15.0,0.75,50
1.0,0.0,0.0,134
2.0,3.0,0.17,47
2.0,64.0,1.58,96
3.0,8.0,0.23,90
7.0,17.0,0.28,94
3.0,52.0,1.33,230
14.0,0.0,0.0,114
2.0,4.0,0.29,120
2.0,0.0,0.0,49
1.0,2.0,0.08,100
1.0,75.0,1.87,59
3.0,0.0,0.0,95
1.0,0.0,0.0,2695
1.0,2.0,2.0,100
2.0,0.0,0.0,38
1.0,75.0,9.3,150
3.0,1.0,0.04,145
4.0,7.0,0.16,132
120.0,2.0,0.05,110
2.0,191.0,2.6,190
1.0,11.0,1.0,50
5.0,5.0,1.97,65
2.0,11.0,1.04,165
5.0,1.0,1.0,200
7.0,29.0,1.45,350
1.0,81.0,2.96,134
1.0,7.0,0.2,59
