minimum_nights,number_of_reviews,reviews_per_month,Price
1.0,0.0,0.0,90
3.0,6.0,0.2,119
7.0,21.0,1.91,88
30.0,2.0,0.05,175
2.0,3.0,0.15,100
7.0,0.0,0.0,70
5.0,1.0,0.02,70
1.0,2.0,0.12,45
30.0,1.0,0.02,150
1.0,0.0,0.0,125
1.0,2.0,0.04,59
7.0,9.0,0.35,170
1.0,0.0,0.0,60
1.0,3.0,0.22,120
1.0,1.0,0.06,1000
4.0,0.0,0.0,70
3.0,0.0,0.0,65
29.0,0.0,0.0,212
21.0,5.0,0.08,105
1.0,117.0,3.09,85
3.0,30.0,1.68,179
2.0,68.0,2.51,99
4.0,5.0,1.5,30
1.0,20.0,1.27,75
3.0,7.0,0.69,199
2.0,0.0,0.0,55
2.0,68.0,4.54,91
14.0,0.0,0.0,32
1.0,191.0,3.17,130
5.0,10.0,0.17,150
4.0,0.0,0.0,90
1.0,3.0,0.08,90
3.0,0.0,0.0,275
2.0,42.0,5.21,110
30.0,0.0,0.0,1750
1.0,90.0,4.35,60
3.0,26.0,0.52,185
5.0,2.0,0.23,200
4.0,0.0,0.0,55
10.0,0.0,0.0,100
6.0,2.0,0.19,160
3.0,4.0,0.08,100
30.0,2.0,2.0,89
2.0,11.0,0.47,200
1.0,103.0,5.94,60
9.0,9.0,0.13,150
5.0,16.0,0.33,150
2.0,10.0,2.26,404
1.0,108.0,3.62,165
4.0,8.0,0.85,34
1.0,41.0,1.87,110
1.0,0.0,0.0,67
2.0,86.0,3.83,80
2.0,35.0,3.85,59
2.0,3.0,1.48,58
1.0,1.0,0.04,54
15.0,66.0,0.69,199
30.0,2.0,0.03,130
1.0,193.0,4.87,135
30.0,0.0,0.0,200
30.0,29.0,0.4,80
1.0,3.0,0.18,109
3.0,3.0,0.08,250
4.0,14.0,1.98,85
2.0,47.0,1.22,120
2.0,1.0,0.16,35
1.0,35.0,2.34,60
1.0,0.0,0.0,70
4.0,0.0,0.0,200
1.0,79.0,3.56,58
3.0,54.0,1.26,89
1.0,0.0,0.0,192
1.0,38.0,3.31,165
1.0,0.0,0.0,250
1.0,2.0,0.27,85
2.0,10.0,0.2,235
3.0,16.0,1.63,175
3.0,143.0,4.43,115
1.0,91.0,2.38,61
1.0,2.0,2.0,95
3.0,1.0,0.03,120
14.0,0.0,0.0,110
1.0,10.0,2.52,40
3.0,13.0,0.16,35
5.0,5.0,0.35,300
4.0,27.0,0.7,81
3.0,1.0,0.12,80
1.0,4.0,0.2,70
3.0,0.0,0.0,139
1.0,2.0,0.04,300
3.0,8.0,2.79,180
6.0,12.0,0.47,107
5.0,0.0,0.0,50
2.0,5.0,0.71,130
1.0,48.0,1.26,150
2.0,163.0,1.66,95
1.0,11.0,0.19,70
1.0,1.0,1.0,65
1.0,0.0,0.0,60
30.0,34.0,1.94,1100
3.0,9.0,2.03,99
1.0,39.0,3.38,52
3.0,11.0,0.41,110
1.0,12.0,8.18,60
5.0,2.0,0.09,100
30.0,0.0,0.0,35
3.0,19.0,0.27,150
2.0,4.0,3.24,56
3.0,2.0,0.11,80
2.0,45.0,2.75,69
2.0,2.0,0.05,89
1.0,2.0,2.0,100
3.0,15.0,1.05,45
3.0,0.0,0.0,210
30.0,5.0,0.13,166
1.0,24.0,2.32,30
1.0,31.0,0.9,90
1.0,37.0,4.17,60
2.0,85.0,2.36,62
5.0,0.0,0.0,200
30.0,0.0,0.0,169
1.0,1.0,0.02,67
2.0,11.0,5.79,299
4.0,44.0,0.92,270
4.0,0.0,0.0,550
3.0,36.0,2.65,150
3.0,100.0,1.98,100
3.0,2.0,1.58,210
30.0,0.0,0.0,369
3.0,7.0,0.26,40
2.0,22.0,3.84,80
2.0,13.0,0.61,95
3.0,28.0,1.25,52
3.0,6.0,1.94,214
1.0,171.0,3.98,90
30.0,10.0,0.33,86
3.0,9.0,0.1,198
1.0,1.0,0.08,149
1.0,1.0,0.01,85
5.0,8.0,1.0,200
5.0,12.0,0.28,180
23.0,8.0,0.7,54
3.0,0.0,0.0,50
3.0,62.0,1.51,109
1.0,13.0,0.52,100
2.0,11.0,4.29,100
1.0,5.0,5.0,50
2.0,5.0,0.18,35
3.0,1.0,0.03,350
3.0,12.0,0.79,108
5.0,0.0,0.0,120
2.0,3.0,0.24,225
3.0,4.0,0.06,51
4.0,20.0,4.92,147
3.0,4.0,0.39,290
29.0,1.0,1.0,75
2.0,0.0,0.0,75
2.0,0.0,0.0,590
7.0,5.0,0.43,59
7.0,4.0,2.55,42
3.0,56.0,3.57,500
3.0,35.0,1.65,120
1.0,0.0,0.0,346
5.0,152.0,2.14,69
4.0,15.0,0.63,352
1.0,164.0,4.25,199
7.0,0.0,0.0,250
1.0,0.0,0.0,110
3.0,6.0,0.22,200
3.0,6.0,0.17,75
2.0,3.0,3.0,179
10.0,8.0,0.17,175
2.0,17.0,1.19,150
1.0,1.0,0.12,39
3.0,0.0,0.0,64
3.0,12.0,0.18,90
14.0,18.0,0.34,36
3.0,254.0,3.05,120
2.0,58.0,1.49,207
7.0,6.0,0.16,175
3.0,10.0,3.09,42
2.0,20.0,1.58,250
7.0,0.0,0.0,93
3.0,8.0,5.11,350
3.0,44.0,3.11,99
2.0,2.0,0.12,110
2.0,2.0,0.05,500
1.0,163.0,4.75,40
7.0,0.0,0.0,255
1.0,0.0,0.0,270
3.0,5.0,0.16,90
1.0,0.0,0.0,3750
1.0,2.0,0.04,175
2.0,3.0,3.0,160
4.0,7.0,0.14,169
2.0,6.0,0.41,153
5.0,0.0,0.0,150
2.0,21.0,3.71,80
5.0,4.0,0.22,180
1.0,21.0,1.75,50
2.0,0.0,0.0,55
30.0,0.0,0.0,650
4.0,26.0,0.57,100
2.0,7.0,2.5,495
30.0,10.0,0.21,150
2.0,10.0,1.54,250
3.0,12.0,0.43,225
2.0,3.0,0.49,45
2.0,14.0,2.96,289
299.0,0.0,0.0,80
1.0,0.0,0.0,87
3.0,24.0,2.91,80
1.0,37.0,0.53,75
2.0,3.0,0.45,220
5.0,83.0,1.11,120
1.0,19.0,1.84,55
3.0,1.0,0.25,115
3.0,1.0,0.15,40
1.0,21.0,7.33,55
1.0,9.0,0.21,169
2.0,4.0,4.0,50
4.0,29.0,0.97,51
30.0,65.0,1.33,59
30.0,0.0,0.0,170
2.0,52.0,1.04,185
2.0,12.0,0.47,90
30.0,9.0,0.18,27
3.0,20.0,2.64,49
1.0,0.0,0.0,149
30.0,0.0,0.0,175
2.0,16.0,4.14,60
7.0,0.0,0.0,50
30.0,5.0,0.22,35
1.0,1.0,0.07,65
2.0,6.0,0.31,65
2.0,67.0,0.8,120
1.0,0.0,0.0,80
4.0,10.0,0.23,190
2.0,121.0,3.5,149
10.0,49.0,0.48,130
1.0,1.0,0.02,139
2.0,0.0,0.0,250
4.0,57.0,1.04,175
2.0,5.0,0.13,240
1.0,0.0,0.0,85
5.0,1.0,0.16,110
3.0,20.0,2.74,260
30.0,1.0,0.31,85
7.0,3.0,0.03,165
1.0,3.0,0.41,160
1.0,67.0,0.87,135
3.0,14.0,1.44,49
7.0,2.0,0.04,115
1.0,73.0,4.57,80
1.0,15.0,2.38,44
1.0,220.0,7.23,89
2.0,6.0,0.16,150
3.0,0.0,0.0,80
3.0,0.0,0.0,25
30.0,12.0,0.2,275
1.0,3.0,0.08,130
4.0,15.0,0.38,199
2.0,58.0,0.67,92
5.0,0.0,0.0,800
1.0,80.0,3.35,125
5.0,0.0,0.0,139
3.0,8.0,0.81,100
4.0,0.0,0.0,185
5.0,11.0,0.56,180
1.0,7.0,4.47,250
1.0,10.0,5.26,55
3.0,4.0,3.43,60
30.0,53.0,2.49,85
1.0,14.0,6.36,199
7.0,2.0,0.98,35
7.0,5.0,0.14,175
1.0,0.0,0.0,122
5.0,1.0,0.03,129
15.0,0.0,0.0,45
7.0,4.0,0.19,49
3.0,3.0,0.26,220
3.0,6.0,2.57,170
30.0,13.0,0.3,99
2.0,4.0,1.54,90
4.0,48.0,0.8,73
2.0,38.0,0.54,99
5.0,7.0,0.16,200
4.0,92.0,2.56,95
5.0,5.0,0.29,50
29.0,0.0,0.0,170
2.0,80.0,2.42,51
1.0,6.0,0.17,65
1.0,0.0,0.0,62
2.0,0.0,0.0,89
7.0,49.0,0.82,140
1.0,48.0,6.96,60
3.0,8.0,1.33,45
2.0,1.0,1.0,319
30.0,0.0,0.0,273
1.0,4.0,1.9,47
5.0,1.0,0.06,200
4.0,9.0,2.23,220
1.0,0.0,0.0,125
1.0,7.0,0.71,90
2.0,0.0,0.0,168
1.0,52.0,3.59,134
2.0,39.0,3.75,66
1.0,0.0,0.0,65
2.0,403.0,4.1,189
4.0,15.0,0.32,50
2.0,0.0,0.0,150
2.0,12.0,2.07,140
1.0,8.0,0.28,75
1.0,1.0,0.09,199
1.0,59.0,7.25,29
30.0,33.0,0.81,120
2.0,1.0,1.0,174
2.0,267.0,4.2,95
8.0,17.0,0.42,90
5.0,6.0,0.47,230
2.0,12.0,4.93,57
3.0,29.0,0.85,95
3.0,132.0,4.13,152
2.0,46.0,1.17,75
1.0,5.0,0.4,58
2.0,9.0,1.04,230
7.0,0.0,0.0,1000
2.0,6.0,0.97,175
2.0,0.0,0.0,200
2.0,48.0,0.8,500
4.0,0.0,0.0,750
28.0,2.0,0.77,146
3.0,4.0,0.07,60
5.0,1.0,0.05,45
30.0,1.0,0.04,93
2.0,26.0,1.22,75
2.0,4.0,1.38,200
8.0,1.0,1.0,80
90.0,9.0,0.2,80
7.0,8.0,0.18,285
3.0,1.0,0.05,300
1.0,3.0,3.0,150
2.0,0.0,0.0,500
3.0,2.0,1.71,50
15.0,0.0,0.0,799
3.0,17.0,0.36,90
3.0,0.0,0.0,245
3.0,68.0,2.81,100
3.0,0.0,0.0,100
1.0,5.0,0.5,65
4.0,3.0,0.19,200
2.0,15.0,0.39,500
3.0,13.0,0.25,225
1.0,102.0,1.85,100
2.0,0.0,0.0,120
4.0,0.0,0.0,99
3.0,48.0,3.19,89
30.0,0.0,0.0,225
1.0,17.0,6.46,33
1.0,2.0,0.03,150
30.0,0.0,0.0,278
1.0,198.0,4.58,110
3.0,8.0,0.31,220
3.0,60.0,1.68,55
7.0,1.0,0.04,450
1.0,2.0,0.23,415
1.0,67.0,5.98,105
7.0,57.0,0.89,115
1.0,204.0,5.92,60
4.0,2.0,2.0,475
2.0,22.0,1.94,69
1.0,74.0,1.59,290
5.0,0.0,0.0,200
2.0,1.0,1.0,275
3.0,1.0,0.02,150
1.0,78.0,4.16,320
7.0,0.0,0.0,62
6.0,2.0,0.22,75
3.0,3.0,0.42,225
3.0,0.0,0.0,120
28.0,13.0,0.52,250
15.0,11.0,1.23,185
4.0,13.0,0.64,115
30.0,5.0,0.36,79
14.0,1.0,0.04,490
1.0,0.0,0.0,110
30.0,12.0,0.35,159
4.0,22.0,0.39,595
2.0,4.0,0.17,90
4.0,0.0,0.0,180
1.0,89.0,2.41,150
1.0,131.0,4.9,148
30.0,6.0,0.14,130
4.0,21.0,1.46,150
2.0,3.0,0.08,60
2.0,129.0,2.24,80
2.0,105.0,3.61,60
1.0,107.0,3.21,124
30.0,0.0,0.0,130
30.0,1.0,0.54,45
2.0,0.0,0.0,315
1.0,23.0,0.69,65
30.0,10.0,0.26,130
1.0,0.0,0.0,180
40.0,2.0,0.42,85
3.0,199.0,2.78,175
14.0,0.0,0.0,50
2.0,20.0,4.29,85
2.0,43.0,0.82,45
1.0,0.0,0.0,154
5.0,49.0,0.67,250
1.0,26.0,4.08,49
2.0,91.0,3.08,100
1.0,0.0,0.0,750
2.0,4.0,0.56,195
3.0,93.0,4.16,105
3.0,8.0,0.81,88
1.0,5.0,0.47,80
5.0,54.0,1.43,145
1.0,152.0,4.54,175
2.0,1.0,0.59,140
2.0,6.0,0.12,125
60.0,1.0,0.05,80
1.0,40.0,3.12,102
3.0,5.0,0.1,129
1.0,31.0,1.2,95
1.0,13.0,0.49,70
2.0,11.0,0.6,175
1.0,0.0,0.0,200
3.0,2.0,1.36,180
1.0,0.0,0.0,230
3.0,3.0,2.43,150
2.0,104.0,2.72,69
2.0,8.0,0.71,33
200.0,271.0,4.84,130
1.0,0.0,0.0,70
5.0,0.0,0.0,52
30.0,3.0,0.32,142
2.0,13.0,2.57,300
5.0,1.0,0.07,99
2.0,0.0,0.0,400
2.0,0.0,0.0,150
5.0,10.0,0.28,65
7.0,1.0,0.16,300
2.0,28.0,0.82,70
4.0,84.0,2.87,150
7.0,19.0,1.02,99
3.0,154.0,2.72,72
3.0,3.0,0.06,250
3.0,1.0,0.03,49
1.0,0.0,0.0,90
1.0,5.0,0.26,58
5.0,0.0,0.0,40
3.0,3.0,0.42,80
1.0,17.0,0.72,45
2.0,24.0,0.56,110
2.0,0.0,0.0,190
1.0,87.0,4.29,90
6.0,1.0,0.02,150
4.0,3.0,0.16,65
1.0,0.0,0.0,99
1.0,2.0,0.11,55
5.0,30.0,0.94,45
30.0,1.0,0.6,68
3.0,14.0,1.85,150
5.0,3.0,0.1,65
2.0,3.0,0.23,220
2.0,1.0,1.0,180
5.0,72.0,2.35,60
3.0,12.0,0.35,125
2.0,8.0,0.9,69
4.0,79.0,3.03,180
2.0,23.0,1.66,225
2.0,23.0,3.37,185
1.0,1.0,0.03,165
1.0,198.0,3.47,96
1.0,1.0,0.02,150
5.0,1.0,0.05,434
7.0,0.0,0.0,169
1.0,28.0,2.47,50
60.0,0.0,0.0,159
1.0,6.0,0.31,139
5.0,13.0,0.35,100
1.0,3.0,0.18,70
4.0,63.0,1.67,123
4.0,6.0,0.37,120
3.0,0.0,0.0,100
30.0,7.0,0.18,175
1.0,0.0,0.0,125
5.0,11.0,0.23,100
28.0,0.0,0.0,55
7.0,3.0,0.05,225
1.0,87.0,3.72,55
1.0,74.0,2.03,50
1.0,0.0,0.0,85
10.0,0.0,0.0,40
1.0,205.0,5.89,75
29.0,0.0,0.0,222
2.0,4.0,0.64,175
4.0,94.0,2.72,180
2.0,4.0,2.67,275
2.0,0.0,0.0,37
1.0,113.0,6.7,89
2.0,104.0,2.33,57
3.0,110.0,3.02,199
7.0,1.0,0.02,49
4.0,130.0,1.92,215
2.0,179.0,2.2,165
1.0,2.0,0.09,60
28.0,1.0,0.23,675
1.0,0.0,0.0,179
2.0,3.0,0.04,119
3.0,2.0,0.06,40
9.0,1.0,0.33,60
2.0,14.0,0.82,185
3.0,16.0,1.08,95
2.0,15.0,2.76,61
1.0,4.0,0.1,800
30.0,1.0,1.0,60
3.0,0.0,0.0,200
4.0,36.0,0.96,65
5.0,51.0,3.23,80
30.0,12.0,0.35,150
1.0,0.0,0.0,49
1.0,37.0,3.58,55
7.0,8.0,0.76,200
5.0,19.0,1.03,129
6.0,14.0,0.35,44
1.0,0.0,0.0,150
3.0,31.0,1.11,44
11.0,0.0,0.0,100
2.0,1.0,0.81,93
2.0,4.0,1.52,365
7.0,0.0,0.0,125
5.0,9.0,0.35,150
4.0,16.0,0.65,220
7.0,10.0,0.15,75
1.0,0.0,0.0,65
2.0,36.0,2.8,200
1.0,23.0,2.43,89
4.0,2.0,0.05,45
3.0,26.0,3.79,100
3.0,4.0,0.09,130
3.0,1.0,0.03,90
30.0,2.0,0.08,229
1.0,1.0,0.02,225
2.0,8.0,2.03,257
2.0,6.0,3.83,225
2.0,41.0,2.11,75
2.0,6.0,0.32,58
1.0,4.0,2.45,200
1.0,121.0,2.03,175
4.0,0.0,0.0,400
3.0,6.0,0.28,95
5.0,24.0,0.44,100
1.0,8.0,8.0,299
1.0,2.0,1.62,77
2.0,5.0,0.63,175
3.0,6.0,0.17,120
1.0,0.0,0.0,500
5.0,2.0,0.19,140
5.0,12.0,0.28,80
2.0,33.0,1.74,80
5.0,37.0,0.91,150
2.0,11.0,9.17,55
2.0,1.0,1.0,45
30.0,154.0,1.87,165
3.0,25.0,1.8,225
2.0,51.0,2.22,110
1.0,4.0,0.11,50
3.0,58.0,1.72,165
3.0,1.0,1.0,150
1.0,4.0,4.0,108
2.0,38.0,0.81,110
5.0,4.0,0.07,200
2.0,338.0,3.9,225
2.0,2.0,2.0,250
2.0,7.0,1.96,71
1.0,7.0,0.49,153
1.0,28.0,0.64,235
3.0,64.0,1.84,150
1.0,13.0,0.62,500
2.0,19.0,1.38,50
2.0,15.0,1.4,199
2.0,14.0,3.56,79
2.0,0.0,0.0,280
7.0,0.0,0.0,70
2.0,0.0,0.0,70
1.0,55.0,2.01,78
2.0,90.0,2.58,165
1.0,0.0,0.0,300
2.0,2.0,0.98,244
4.0,136.0,3.59,119
30.0,3.0,0.11,118
5.0,4.0,0.11,80
1.0,7.0,0.42,118
3.0,4.0,0.5,150
1.0,20.0,0.59,120
2.0,2.0,0.04,150
2.0,59.0,0.84,125
4.0,10.0,1.18,63
5.0,3.0,0.12,55
5.0,124.0,1.93,124
7.0,0.0,0.0,300
2.0,23.0,0.32,300
2.0,6.0,1.09,243
2.0,49.0,3.52,180
2.0,3.0,0.18,85
1.0,166.0,5.09,54
3.0,4.0,0.59,180
1.0,0.0,0.0,60
4.0,16.0,0.95,69
2.0,4.0,2.55,249
3.0,38.0,0.56,85
1.0,9.0,0.2,125
1.0,8.0,0.14,90
1.0,11.0,4.58,125
2.0,59.0,2.69,85
30.0,0.0,0.0,117
2.0,1.0,0.04,160
3.0,207.0,3.76,170
3.0,17.0,1.1,125
4.0,0.0,0.0,40
7.0,28.0,0.58,900
1.0,16.0,0.63,170
2.0,64.0,3.95,69
2.0,0.0,0.0,99
2.0,18.0,1.28,199
30.0,1.0,0.26,305
28.0,101.0,1.06,105
6.0,6.0,0.2,40
2.0,63.0,3.9,275
1.0,58.0,6.42,45
2.0,5.0,4.17,70
17.0,14.0,0.14,60
3.0,1.0,1.0,200
4.0,11.0,1.13,150
4.0,132.0,1.51,55
7.0,0.0,0.0,65
3.0,35.0,4.1,60
2.0,51.0,3.1,77
2.0,22.0,0.81,175
2.0,4.0,0.17,98
1.0,0.0,0.0,2800
1.0,2.0,0.22,228
1.0,10.0,2.11,80
2.0,78.0,4.43,173
1.0,1.0,1.0,65
3.0,19.0,0.25,175
4.0,19.0,0.51,1000
3.0,6.0,0.54,95
4.0,118.0,2.54,60
14.0,10.0,0.21,50
7.0,2.0,0.11,85
3.0,2.0,0.06,50
5.0,4.0,0.07,145
2.0,7.0,0.27,250
10.0,2.0,0.1,189
7.0,0.0,0.0,750
4.0,10.0,0.17,225
2.0,30.0,5.29,250
3.0,6.0,0.13,166
1.0,1.0,0.02,77
2.0,123.0,2.74,150
1.0,32.0,0.87,225
6.0,3.0,0.1,290
1.0,1.0,0.05,40
2.0,2.0,0.04,250
2.0,37.0,1.81,40
3.0,3.0,0.12,120
2.0,38.0,0.89,80
1.0,3.0,0.07,170
1.0,1.0,0.31,560
2.0,0.0,0.0,205
30.0,23.0,0.4,93
2.0,2.0,2.0,65
3.0,37.0,0.66,72
4.0,10.0,0.47,269
3.0,74.0,1.72,95
14.0,0.0,0.0,160
5.0,19.0,1.29,71
2.0,81.0,1.59,175
6.0,1.0,0.1,50
1.0,281.0,3.7,59
1.0,3.0,0.62,30
30.0,3.0,0.15,250
2.0,37.0,0.58,100
4.0,0.0,0.0,100
20.0,0.0,0.0,150
3.0,85.0,1.59,249
6.0,58.0,0.63,70
30.0,24.0,0.25,95
2.0,27.0,1.02,60
4.0,7.0,0.33,250
1.0,48.0,0.59,72
3.0,35.0,0.63,148
2.0,100.0,1.49,100
5.0,28.0,3.13,170
7.0,3.0,0.04,120
1.0,1.0,0.02,45
60.0,0.0,0.0,80
5.0,4.0,2.11,208
2.0,36.0,3.17,79
5.0,10.0,0.37,160
5.0,2.0,0.05,90
7.0,10.0,0.37,168
3.0,6.0,0.91,149
3.0,0.0,0.0,100
10.0,0.0,0.0,63
2.0,8.0,1.98,172
1.0,56.0,1.58,65
3.0,0.0,0.0,190
2.0,2.0,0.3,60
1.0,5.0,0.11,75
3.0,23.0,1.56,270
3.0,18.0,3.83,250
4.0,72.0,0.81,49
10.0,56.0,1.08,71
4.0,0.0,0.0,92
2.0,61.0,0.86,100
30.0,3.0,0.36,40
3.0,0.0,0.0,150
6.0,4.0,0.45,270
2.0,188.0,1.5,85
1.0,1.0,0.03,60
3.0,13.0,0.28,69
7.0,4.0,0.37,250
5.0,9.0,0.15,150
90.0,3.0,0.08,250
1.0,0.0,0.0,900
5.0,6.0,0.14,65
7.0,2.0,2.0,190
30.0,2.0,0.15,125
7.0,0.0,0.0,90
1.0,0.0,0.0,96
6.0,0.0,0.0,60
1.0,2.0,0.05,90
2.0,3.0,1.5,45
1.0,10.0,1.42,75
3.0,58.0,2.12,200
1.0,181.0,4.59,84
3.0,4.0,0.12,150
4.0,165.0,3.26,81
4.0,2.0,1.36,170
4.0,17.0,0.28,158
2.0,7.0,1.08,130
2.0,8.0,0.13,65
1.0,0.0,0.0,90
2.0,5.0,1.17,316
2.0,5.0,1.92,229
1.0,9.0,0.24,195
7.0,5.0,0.1,150
2.0,42.0,0.74,95
5.0,0.0,0.0,75
1.0,38.0,0.89,272
7.0,2.0,0.12,53
14.0,0.0,0.0,80
30.0,1.0,0.03,57
14.0,19.0,0.26,133
2.0,25.0,3.95,69
2.0,20.0,2.4,40
2.0,77.0,2.97,200
3.0,0.0,0.0,78
2.0,1.0,0.7,80
4.0,1.0,0.03,101
3.0,1.0,0.03,115
3.0,0.0,0.0,80
1.0,129.0,4.7,80
29.0,0.0,0.0,184
2.0,51.0,0.89,125
1.0,73.0,2.2,29
2.0,0.0,0.0,70
3.0,55.0,1.29,147
20.0,0.0,0.0,75
30.0,0.0,0.0,239
1.0,11.0,4.52,63
1.0,21.0,3.71,156
2.0,0.0,0.0,130
3.0,279.0,2.69,100
7.0,8.0,0.35,90
1.0,0.0,0.0,110
2.0,11.0,1.76,120
15.0,21.0,0.43,69
7.0,2.0,0.07,135
4.0,44.0,0.7,155
4.0,81.0,1.07,275
21.0,14.0,0.91,199
3.0,39.0,0.89,150
3.0,39.0,0.47,145
2.0,2.0,0.32,131
2.0,19.0,4.67,80
3.0,0.0,0.0,950
1.0,20.0,2.82,55
2.0,2.0,0.19,90
6.0,1.0,0.04,50
2.0,8.0,0.76,59
30.0,2.0,0.44,125
14.0,1.0,0.02,50
1.0,133.0,7.87,75
7.0,0.0,0.0,25
3.0,3.0,0.09,75
7.0,4.0,0.4,110
1.0,5.0,0.15,40
2.0,1.0,1.0,260
15.0,4.0,0.09,495
2.0,70.0,0.85,250
4.0,68.0,0.77,195
1.0,10.0,2.36,1497
1.0,272.0,5.98,239
3.0,6.0,0.25,60
1.0,0.0,0.0,92
1.0,0.0,0.0,40
2.0,29.0,1.97,110
30.0,7.0,0.13,140
30.0,0.0,0.0,155
3.0,13.0,0.66,60
3.0,1.0,1.0,45
4.0,9.0,1.09,130
2.0,5.0,0.2,68
3.0,30.0,1.52,200
3.0,1.0,0.02,75
2.0,0.0,0.0,79
3.0,4.0,0.15,150
30.0,0.0,0.0,487
1.0,208.0,3.22,109
3.0,0.0,0.0,65
7.0,34.0,1.47,45
2.0,5.0,0.11,350
2.0,12.0,2.02,140
3.0,14.0,0.52,196
3.0,38.0,0.42,75
3.0,2.0,0.32,120
1.0,0.0,0.0,40
30.0,8.0,0.36,125
2.0,17.0,3.13,119
2.0,55.0,2.47,105
30.0,2.0,0.32,210
1.0,67.0,6.07,99
2.0,5.0,0.08,80
2.0,3.0,0.07,199
1.0,0.0,0.0,180
2.0,74.0,2.2,100
2.0,173.0,2.71,92
1.0,0.0,0.0,70
4.0,54.0,2.06,95
14.0,5.0,0.09,88
2.0,1.0,1.0,85
1.0,30.0,2.56,142
30.0,3.0,0.69,133
2.0,42.0,3.59,45
1.0,1.0,0.09,65
1.0,8.0,0.16,125
3.0,2.0,0.63,90
1.0,25.0,6.76,70
60.0,3.0,0.04,100
2.0,5.0,1.65,70
3.0,0.0,0.0,59
1.0,151.0,3.37,59
1.0,7.0,0.09,900
1.0,38.0,2.28,60
3.0,13.0,0.7,30
2.0,28.0,1.15,299
1.0,117.0,4.56,28
3.0,3.0,0.45,65
1.0,0.0,0.0,250
30.0,20.0,0.36,90
2.0,3.0,3.0,80
1.0,5.0,0.69,212
1.0,1.0,0.03,79
3.0,82.0,0.7,228
5.0,5.0,0.17,232
2.0,210.0,2.1,115
4.0,35.0,2.36,34
1.0,0.0,0.0,225
2.0,19.0,0.38,340
3.0,3.0,3.0,223
30.0,0.0,0.0,145
3.0,29.0,2.2,249
3.0,0.0,0.0,100
30.0,48.0,0.63,150
3.0,39.0,3.79,50
5.0,0.0,0.0,105
2.0,0.0,0.0,65
2.0,1.0,0.1,75
2.0,32.0,1.03,165
2.0,84.0,4.03,135
1.0,35.0,1.29,235
1.0,133.0,2.85,110
5.0,42.0,1.07,198
1.0,27.0,5.66,97
2.0,4.0,0.15,215
21.0,88.0,1.5,80
3.0,7.0,1.59,60
30.0,0.0,0.0,239
2.0,13.0,0.27,129
3.0,4.0,0.6,80
30.0,5.0,0.26,255
1.0,0.0,0.0,140
30.0,0.0,0.0,120
3.0,0.0,0.0,54
1.0,1.0,0.57,197
2.0,7.0,0.37,35
1.0,0.0,0.0,75
2.0,16.0,3.27,85
5.0,84.0,3.15,325
4.0,91.0,2.82,55
7.0,10.0,0.51,89
1.0,0.0,0.0,35
7.0,5.0,0.28,111
1.0,64.0,0.68,88
1.0,96.0,3.82,58
30.0,1.0,0.12,369
30.0,7.0,0.19,155
1.0,5.0,0.22,100
1.0,2.0,0.09,80
2.0,67.0,3.54,50
3.0,7.0,0.38,35
2.0,22.0,1.17,109
5.0,5.0,0.81,99
2.0,1.0,1.0,499
1.0,1.0,0.79,49
11.0,11.0,0.23,55
30.0,1.0,0.1,41
2.0,2.0,0.13,166
2.0,2.0,0.19,400
2.0,8.0,0.84,59
14.0,0.0,0.0,106
30.0,0.0,0.0,33
1.0,65.0,10.6,39
1.0,18.0,1.38,89
1.0,10.0,0.87,49
2.0,8.0,0.87,190
5.0,2.0,0.05,140
1.0,3.0,0.26,275
1.0,9.0,1.01,200
2.0,64.0,0.91,145
1.0,0.0,0.0,145
3.0,0.0,0.0,980
2.0,9.0,2.11,229
3.0,21.0,0.67,135
2.0,0.0,0.0,100
5.0,3.0,0.2,45
4.0,0.0,0.0,125
4.0,3.0,0.32,220
2.0,2.0,0.06,185
2.0,63.0,1.68,60
1.0,3.0,0.49,99
1.0,0.0,0.0,50
5.0,23.0,1.35,650
5.0,2.0,0.19,200
1.0,78.0,1.94,45
2.0,71.0,0.61,110
1.0,0.0,0.0,158
2.0,16.0,0.61,69
15.0,3.0,0.42,45
4.0,9.0,0.8,249
30.0,0.0,0.0,138
1.0,0.0,0.0,70
2.0,9.0,0.96,110
30.0,27.0,0.38,104
7.0,11.0,0.42,71
365.0,7.0,0.14,99
3.0,1.0,1.0,900
1.0,185.0,7.64,93
2.0,2.0,0.14,450
5.0,0.0,0.0,80
1.0,4.0,0.12,50
20.0,13.0,0.25,110
1.0,0.0,0.0,69
5.0,26.0,1.16,137
2.0,42.0,0.87,60
1.0,2.0,0.05,60
2.0,13.0,1.88,90
1.0,103.0,2.68,45
30.0,4.0,0.13,190
2.0,6.0,0.15,80
2.0,2.0,0.85,60
3.0,3.0,1.14,154
4.0,3.0,0.05,46
2.0,8.0,0.13,215
14.0,0.0,0.0,110
7.0,29.0,0.46,303
1.0,0.0,0.0,110
3.0,2.0,0.41,75
2.0,6.0,0.31,43
1.0,1.0,0.59,99
2.0,84.0,1.51,170
2.0,6.0,0.42,30
14.0,1.0,0.05,225
2.0,55.0,0.89,125
20.0,28.0,0.34,65
16.0,9.0,0.19,78
30.0,0.0,0.0,35
4.0,54.0,1.14,101
3.0,3.0,0.43,40
2.0,22.0,2.22,149
1.0,1.0,0.03,66
